,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (12/28),227800.0,1일전 (12/27),,1주일전 (12/21),227400.0,2주일전 (12/14),226200.0,1개월전,219550.0,1년전,176400.0,일평년,164600.0,2020-12-28
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (12/29),479800.0,1일전 (12/28),479800.0,1주일전 (12/22),479800.0,2주일전 (12/15),479800.0,1개월전,477850.0,1년전,344600.0,일평년,378267.0,2020-12-29
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (12/29),444750.0,1일전 (12/28),444750.0,1주일전 (12/22),444750.0,2주일전 (12/15),444750.0,1개월전,442313.0,1년전,310000.0,일평년,347633.0,2020-12-29
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (12/29),227800.0,1일전 (12/28),227800.0,1주일전 (12/22),227400.0,2주일전 (12/15),226200.0,1개월전,219550.0,1년전,176400.0,일평년,164667.0,2020-12-29
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (12/30),479800.0,1일전 (12/29),479800.0,1주일전 (12/23),479800.0,2주일전 (12/16),479800.0,1개월전,478240.0,1년전,344600.0,일평년,378267.0,2020-12-30
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (12/30),444750.0,1일전 (12/29),444750.0,1주일전 (12/23),444750.0,2주일전 (12/16),444750.0,1개월전,442800.0,1년전,310000.0,일평년,347633.0,2020-12-30
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (12/30),227800.0,1일전 (12/29),227800.0,1주일전 (12/23),227400.0,2주일전 (12/16),227400.0,1개월전,220120.0,1년전,176400.0,일평년,164600.0,2020-12-30
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (12/31),479800.0,1일전 (12/30),479800.0,1주일전 (12/24),479800.0,2주일전 (12/17),479800.0,1개월전,478240.0,1년전,344600.0,일평년,378267.0,2020-12-31
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (12/31),444750.0,1일전 (12/30),444750.0,1주일전 (12/24),444750.0,2주일전 (12/17),444750.0,1개월전,442800.0,1년전,310000.0,일평년,347613.0,2020-12-31
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (12/31),227800.0,1일전 (12/30),227800.0,1주일전 (12/24),227400.0,2주일전 (12/17),227400.0,1개월전,220120.0,1년전,176400.0,일평년,164533.0,2020-12-31
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/01),,1일전 (12/31),479800.0,1주일전 (12/25),,2주일전 (12/18),479800.0,1개월전,478240.0,1년전,344600.0,일평년,378267.0,2021-01-01
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/01),,1일전 (12/31),444750.0,1주일전 (12/25),,2주일전 (12/18),444750.0,1개월전,442800.0,1년전,310000.0,일평년,347613.0,2021-01-01
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/01),,1일전 (12/31),227800.0,1주일전 (12/25),,2주일전 (12/18),227400.0,1개월전,220120.0,1년전,176400.0,일평년,164533.0,2021-01-01
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/04),479800.0,1일전 (01/03),,1주일전 (12/28),479800.0,2주일전 (12/21),479800.0,1개월전,479800.0,1년전,342600.0,일평년,378400.0,2021-01-04
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/04),444750.0,1일전 (01/03),,1주일전 (12/28),444750.0,2주일전 (12/21),444750.0,1개월전,444750.0,1년전,310000.0,일평년,347933.0,2021-01-04
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/04),227800.0,1일전 (01/03),,1주일전 (12/28),227800.0,2주일전 (12/21),227400.0,1개월전,224300.0,1년전,176400.0,일평년,164600.0,2021-01-04
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/05),479800.0,1일전 (01/04),479800.0,1주일전 (12/29),479800.0,2주일전 (12/22),479800.0,1개월전,479800.0,1년전,342600.0,일평년,378667.0,2021-01-05
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/05),444750.0,1일전 (01/04),444750.0,1주일전 (12/29),444750.0,2주일전 (12/22),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348067.0,2021-01-05
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/05),227800.0,1일전 (01/04),227800.0,1주일전 (12/29),227800.0,2주일전 (12/22),227400.0,1개월전,224300.0,1년전,176400.0,일평년,164667.0,2021-01-05
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/06),479800.0,1일전 (01/05),479800.0,1주일전 (12/30),479800.0,2주일전 (12/23),479800.0,1개월전,479800.0,1년전,342200.0,일평년,378800.0,2021-01-06
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/06),444750.0,1일전 (01/05),444750.0,1주일전 (12/30),444750.0,2주일전 (12/23),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-06
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/06),230400.0,1일전 (01/05),227800.0,1주일전 (12/30),227800.0,2주일전 (12/23),227400.0,1개월전,224300.0,1년전,176400.0,일평년,164733.0,2021-01-06
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/07),479800.0,1일전 (01/06),479800.0,1주일전 (12/31),479800.0,2주일전 (12/24),479800.0,1개월전,479800.0,1년전,341400.0,일평년,378533.0,2021-01-07
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/07),444750.0,1일전 (01/06),444750.0,1주일전 (12/31),444750.0,2주일전 (12/24),444750.0,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-07
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/07),230400.0,1일전 (01/06),230400.0,1주일전 (12/31),227800.0,2주일전 (12/24),227400.0,1개월전,224680.0,1년전,176400.0,일평년,164867.0,2021-01-07
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/08),479800.0,1일전 (01/07),479800.0,1주일전 (01/01),,2주일전 (12/25),,1개월전,479800.0,1년전,340600.0,일평년,378267.0,2021-01-08
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/08),444750.0,1일전 (01/07),444750.0,1주일전 (01/01),,2주일전 (12/25),,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-08
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (01/08),231600.0,1일전 (01/07),230400.0,1주일전 (01/01),,2주일전 (12/25),,1개월전,225440.0,1년전,176400.0,일평년,165000.0,2021-01-08
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (01/09),,1일전 (01/08),479800.0,1주일전 (01/02),,2주일전 (12/26),,1개월전,479800.0,1년전,340600.0,일평년,378267.0,2021-01-09
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (01/09),,1일전 (01/08),444750.0,1주일전 (01/02),,2주일전 (12/26),,1개월전,444750.0,1년전,310000.0,일평년,348200.0,2021-01-09
