,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/22),46900.0,1일전 (04/21),46900.0,1주일전 (04/15),,2주일전 (04/08),47100.0,1개월전,47100.0,1년전,49180.0,일평년,40573.0,2020-04-22
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/22),45360.0,1일전 (04/21),45360.0,1주일전 (04/15),,2주일전 (04/08),45560.0,1개월전,45560.0,1년전,47580.0,일평년,39287.0,2020-04-22
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/23),46900.0,1일전 (04/22),46900.0,1주일전 (04/16),46900.0,2주일전 (04/09),47100.0,1개월전,47100.0,1년전,49180.0,일평년,40573.0,2020-04-23
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/23),45360.0,1일전 (04/22),45360.0,1주일전 (04/16),45360.0,2주일전 (04/09),45560.0,1개월전,45560.0,1년전,47580.0,일평년,39287.0,2020-04-23
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/24),46900.0,1일전 (04/23),46900.0,1주일전 (04/17),46900.0,2주일전 (04/10),47100.0,1개월전,47100.0,1년전,49180.0,일평년,40573.0,2020-04-24
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/24),45360.0,1일전 (04/23),45360.0,1주일전 (04/17),45360.0,2주일전 (04/10),45560.0,1개월전,45560.0,1년전,47580.0,일평년,39287.0,2020-04-24
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/25),,1일전 (04/24),46900.0,1주일전 (04/18),,2주일전 (04/11),,1개월전,47100.0,1년전,49180.0,일평년,40573.0,2020-04-25
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/25),,1일전 (04/24),45360.0,1주일전 (04/18),,2주일전 (04/11),,1개월전,45560.0,1년전,47580.0,일평년,39287.0,2020-04-25
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (04/27),46900.0,1일전 (04/26),,1주일전 (04/20),46900.0,2주일전 (04/13),47100.0,1개월전,47100.0,1년전,49180.0,일평년,40533.0,2020-04-27
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (04/27),45360.0,1일전 (04/26),,1주일전 (04/20),45360.0,2주일전 (04/13),45560.0,1개월전,45560.0,1년전,47580.0,일평년,39247.0,2020-04-27
